country_id,product_id,sales,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
6,1129,73948,0,0,0,1775,1771,1832,1795,1830,1694,1715,1708,1758,1676,1690,1354,1388,1408,1474,1414,1449,1468,1364,1441,1641,1572,1605,1587,1617,1567,1553,1562,1602,1657,1608,1636,1597,1581,1526,1650,1593,1607,1585,1616,1633,1356,1138,1207,1155,1139,1088,188,218,237,194,212,217
6,1207,110329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3626,3726,3670,3644,3722,3710,3650,3770,3697,3722,3633,3771,3720,3612,3690,3758,3732,3691,3628,3614,3755,2982,3102,3105,2969,3075,3040,3077,2713,1781,1741,1671,1720,1812
7,29,477955,0,0,0,0,0,0,0,0,0,0,0,0,17987,17896,17903,18068,18005,18011,17957,17760,17845,17719,17659,17649,17842,15617,15373,15074,11888,11782,12137,11757,11866,11724,11857,6242,6359,6205,6290,6250,6178,6162,5774,5775,5752,5691,5503,5578,5600,5461,5623,5610,4227,4044,4092,4163
7,148,143621,0,0,0,0,0,0,0,0,0,15239,15524,15147,3812,3742,3658,3548,3595,3588,3610,3508,3511,3486,3487,3385,3259,3159,3159,3024,1809,1785,1766,1789,1814,1766,1807,1646,1596,1586,1592,1639,1557,1644,1347,1387,1489,1395,1351,1366,1352,1403,1402,1273,1096,1204,1170,1149
7,155,141046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7275,7096,7250,7001,7061,7234,7026,6899,6876,6890,6920,6957,6829,6757,6918,6746,6849,5676,5642,5572,5572
7,305,80381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977,3699,3558,3659,3623,3723,3682,3737,2549,2424,2558,2525,2459,2449,2460,2473,2496,2499,2564,2434,2375,2421,2430,2493,2376,2183,2170,2240,2145
7,322,52237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2863,2825,2804,2795,2763,2795,2829,2782,2743,2733,2729,2735,2812,2704,2724,2683,2715,2594,2609
7,790,164276,0,0,20956,19907,13455,13134,13173,13192,12463,5657,5780,5622,1190,1224,1180,1113,1239,1210,1099,1056,1123,1116,1115,1144,1094,1102,1058,1071,1047,1054,1047,1069,1129,1077,1061,758,767,763,767,771,790,748,748,739,719,724,705,701,702,673,738,700,661,723,726,696
7,797,51692,26658,21520,1314,1218,133,146,119,128,44,21,23,25,21,23,17,24,13,20,16,25,12,25,22,28,12,25,25,0,3,3,5,9,3,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,858,51190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4135,4111,4124,4086,3978,3930,4050,4023,4034,4053,3971,3989,647,676,710,673
7,1136,57767,0,0,0,0,3728,3642,3699,3572,3292,3312,3268,3223,1886,1880,1941,1871,1880,1926,1916,1884,1894,1926,1927,1946,1900,353,368,151,149,210,200,167,174,168,186,146,138,140,162,172,151,137,160,153,176,138,165,154,138,141,144,147,158,137,132,139
7,1298,81942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6862,6939,6749,6996,6849,6978,6705,6781,6834,4562,4528,4605,406,539,477,517,495,459,467,485,458,504,477,463,200,184,219,204
13,287,66742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4841,4892,4734,4653,4614,4659,4640,4654,2962,2987,2862,2935,679,665,682,694,685,660,582,599,654,640,625,602,614,636,591,590,631,628,603,624,607,637,629,622,343,343,347,356,380,361
13,409,89850,0,13821,13669,13169,13137,12954,12698,10402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,850,105785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4424,4499,4584,4399,4462,4474,4440,4479,4401,4474,4487,4424,4529,4421,4435,4365,4427,4343,4292,4283,4305,4240,4347,4251
13,1117,69348,0,0,0,0,0,0,0,0,0,9477,6855,6875,6943,6220,5506,5621,3312,3255,3356,3262,3247,3353,457,470,465,457,17,15,17,18,6,9,5,4,5,7,10,4,5,2,5,4,6,4,5,5,5,2,5,11,8,6,0,9,13,5
13,1207,113262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7450,7281,7395,7343,7470,7463,3007,2981,3062,2911,2986,3048,2964,2995,2903,2950,2987,2900,2888,2736,2766,2701,2783,2874,2700,2764,2703,2794,2705,2752
13,1304,175153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8773,8909,8883,8818,5094,5034,4925,4998,4944,4923,5079,5082,4882,4848,4952,4880,4907,4931,4887,4877,4744,4679,4778,4740,4203,4188,4280,4129,4083,4197,4065,4157,4141,4143
16,850,76322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2487,2531,2548,2386,2466,2407,2389,2455,2265,2428,2371,1764,1760,1819,1790,1843,1837,1802,1788,1808,1707,1787,1799,1838,1668,1575,1550,1536,1609,1533,1524,1563,1514,1602,1564,1479,1457,1517,1493,1524,1539
18,850,126936,0,3400,3456,3275,3202,3178,3186,2934,3015,3057,2998,2975,2997,3042,2919,2932,2258,2199,2287,2297,2308,2319,2313,2223,2332,2293,2210,2298,2177,2320,2205,2195,2186,2205,2204,2201,2236,2219,2191,2231,2169,2081,2102,2171,2147,2028,2010,2106,2063,1083,1093,1111,1104,1094,1042,1059
