country_id,product_id,sales,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
1,200,20493,0,0,0,0,1140,1005,996,996,945,965,936,846,852,831,875,775,417,410,385,422,458,403,444,453,440,402,462,426,366,407,401,403,427,403,389,387,408,386,34,21,13,9,9,16,8,10,8,10,15,13,10,17,8,16,7,8
1,414,20177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,1134,1125,1147,1111,1140,1144,1081,1138,1101,1121,1106,1159,1102,1045,1122,1122,1115
1,1209,32281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1057,1068,1040,993,1066,1057,1045,1069,1021,1051,986,1057,1009,1056,998,997,1034,1007,977,977,1030,628,635,616,658,638,608,645,621,677,659,665,628,638,661,616,362,363,368
1,1248,26766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,1536,1533,1498,1526,1434,1490,1476,1491,1469,1578,1483,1509,1524,1423,1446,1359,1469
2,131,27418,0,0,0,0,0,0,0,0,0,0,1707,1646,1574,1594,1579,1545,1538,1567,1514,1597,1533,1421,1365,1461,204,194,167,182,184,177,188,180,166,196,193,201,182,191,156,181,201,194,175,174,162,187,188,190,154,190,178,194,180,169,143,156
2,152,38480,0,0,0,0,0,0,0,0,0,10576,1860,1864,1893,1855,1860,1843,1773,1869,1842,1812,1168,1130,1035,1083,907,227,278,248,213,222,196,203,214,215,189,130,131,113,134,138,112,125,131,120,120,133,116,100,65,56,55,57,68,0,0,1
2,497,46476,0,0,0,0,0,0,0,0,2585,2581,1810,1832,1758,1686,1638,1462,1608,1448,1457,1523,1339,1330,1274,1155,646,675,695,671,654,651,638,621,631,669,630,609,601,610,616,598,630,574,578,643,643,611,594,618,601,621,585,621,674,568,599,615
2,575,21254,2666,2390,2104,1453,1370,724,697,637,508,495,468,478,484,416,419,385,399,396,425,371,395,335,325,292,332,268,294,81,70,77,77,56,72,54,60,77,66,78,57,67,77,72,43,50,65,41,55,52,48,47,51,57,43,54,36,45
2,696,49105,0,3473,2591,2735,1882,1406,1402,1366,1353,1425,1354,1240,1295,1286,1261,1016,939,887,907,881,898,535,595,601,530,603,608,567,581,608,546,591,521,586,572,523,538,511,593,524,524,540,596,519,532,559,557,546,560,536,570,560,569,541,499,567
2,701,46942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947,3136,2936,1442,1408,1417,1338,1364,1389,1414,1418,1367,1360,1385,1253,1202,1218,1318,1286,1279,1208,1204,1284,1267,1258,1265,1232,1240,1341,1268,1274,1224
2,860,35685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3866,3469,3021,2921,3005,2810,2902,2904,2919,2863,2166,226,231,201,207,222,221,219,203,225,204,200,199,27,32,38,41,32,21,32,36,22
2,990,39162,0,0,0,0,10220,4799,4551,4552,4444,4237,851,726,683,195,183,175,171,193,149,180,176,164,139,150,149,139,129,114,132,125,75,74,92,61,75,72,70,75,74,68,59,64,63,72,65,89,71,20,28,22,22,22,25,30,26,22
2,1112,30055,0,1135,1165,1057,739,678,719,700,650,668,642,658,647,615,615,611,642,601,609,596,529,485,477,491,442,509,437,472,483,439,472,443,454,426,468,459,456,429,451,449,448,462,437,412,411,440,438,461,423,452,423,423,429,467,455,456
2,1137,41697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,2170,2038,2054,2078,2077,2034,2115,2055,2097,2027,2141,2175,2099,2109,2057,2063,2083,2071,2088
2,1248,36888,0,0,0,0,0,0,0,0,0,0,0,0,0,3256,3221,3298,3280,3275,3299,3209,2174,2046,2063,1993,1934,1984,106,113,88,75,88,105,85,94,55,55,46,49,34,52,53,41,44,42,57,61,51,50,61,52,58,48,52,44,45,52
2,1327,35304,2414,1187,1163,1143,1000,1009,1004,931,916,922,666,743,727,721,683,682,691,757,711,718,674,547,528,547,538,513,466,449,457,441,478,494,504,478,480,413,427,440,408,448,448,426,405,442,403,454,419,413,429,430,446,413,439,427,399,393
3,855,24768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,1567,1556,1579,1592,1579,1604,1549,1607,1612,1596,1606,1650,1506,1651,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,856,25578,0,0,1493,1512,1524,1431,1451,1517,1470,1447,1450,1398,1423,1400,1328,1342,1367,1348,1244,1209,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,324,28722,4778,2772,1799,1662,683,670,709,736,719,682,701,659,659,344,291,339,299,305,284,305,275,287,293,281,292,259,297,252,246,260,284,291,263,251,284,276,248,281,293,258,270,236,219,246,250,242,234,243,233,250,258,258,228,252,215,221
4,524,37839,0,0,0,0,0,0,0,0,437,419,458,424,385,399,382,369,377,352,386,346,363,360,375,349,340,357,337,326,639,1074,1074,1101,1110,1115,1104,1052,1105,1099,1066,1062,1181,1131,1135,1135,1083,1126,1066,1114,1072,1117,1133,1072,1053,1093,1160,1026
4,960,30280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,553,564,526,518,548,523,523,555,481,504,573,893,866,868,947,872,871,926,928,888,869,886,861,834,866,860,907,882,895,913,883,871,881,878,930,841,828,892
4,1131,31892,0,0,0,0,0,0,0,0,0,0,0,0,0,608,606,588,568,452,482,506,452,460,434,448,468,436,460,437,645,933,901,867,882,871,889,890,898,824,877,885,893,889,880,896,857,881,860,895,944,858,858,871,852,885,889,917
5,98,24014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,508,462,510,481,442,561,716,714,726,696,746,734,720,693,736,744,688,710,695,689,673,710,688,665,639,678,668,686,651,660,681,633,625,364,333,301,218,216,204,204
5,849,22864,0,0,1890,1844,1842,1781,1918,1781,1805,1748,1824,1752,1784,1773,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1295,21876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,1093,1097,1068,1130,1051,1107,1106,1096,1110,1172,1075,1151,1136,1139,1054,1048,979,1052,1003,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
